gene,disease,pubmed_id,year
ESR2,hormone disturbance,15272917,2004
CYP19A1,hormone disturbance,15199113,2004
HLA,host defense and inflammatory outcomes,12393699,2002
PRF1,htlv-1 infection,15336785,2004
ACTN3,human elite athletic performance,12879365,2003
PRNP,human long-term memory,15987701,2005
TNF,human narcolepsy.,10488740,1999
TNFR2,human narcolepsy.,11144293,2000
HLA-DQB1,human papillomavirus infection,12134251,2002
HLA-DRB1,human papillomavirus infection,12134251,2002
CX3CR1,human renal transplantation,11856781,2002
CCR2,human renal transplantation,11856781,2002
CCR5,human renal transplantation,11856781,2002
GRIK1,huntington disease,9108071,1997
UCHL1,huntingtons disease,12123845,2002
HD,huntingtons disease,12784292,2003
UCHL1,huntingtons disease,12123845,2002
HD,huntingtons disease,15468075,2004
HD,huntingtons disease,15716522,2005
GRIK2,huntingtons disease,10522893,1999
HD,huntingtons disease,11008591,2000
IDUA,hurler syndrome,1301196,1992
IL4R,hyper-ige syndrome and severe eczema. atopy,9392697,1997
IL4R,hyper-ige syndrome. severe eczema. atopy,9392697,1997
IL4R,hyper-ige syndrome. severe eczema. atopy,9392697,1997
CD40LG,hyper-igm syndrome can form oligomers and trigger cd40-mediated signals,10559240,1999
GP1BA,hyperactive surface receptor,8384898,1993
APOA1,hyperalphalipoproteinemia,1505654,1992
IL6,hyperandrogenism,11889177,2002
CYP19A1,hyperandrogenism,15802318,2005
CYP21A2,hyperandrogenism,16712666,2006
UGT1A1,hyperbilirubinemia,11906189,2002
UGT1A1,hyperbilirubinemia,11906189,2002
UGT1A1,hyperbilirubinemia,12105841,2002
UGT1A1,hyperbilirubinemia,12357057,2002
UGT1A1,hyperbilirubinemia,12502904,2002
CASR,hypercalciuria,17332735,2007
CLCN5,hypercalciuric nephrocalcinosis,9062355,1997
PCSK9,hypercholesterolemia,16875509,2006
CETP,hypercholesterolemia,11398140,2001
PON1,hypercholesterolemia,17416287,2007
ABCG5,hypercholesterolemia,14703505,2004
PCSK9,hypercholesterolemia,15099351,2004
ITIH4,hypercholesterolemia,14661079,2003
SCARB1,hypercholesterolemia,12519372,2003
ABCA1,hypercholesterolemia,12624133,2003
APOB,hypercholesterolemia coronary artery disease,9254062,1997
LDLR,hypercholesterolemia of hypothyroidism,8100826,1993
PAFAH2,hypercholesterolemia peripheral vascular disease,16650870,2006
KCNJ11,hyperglycemia,12196481,2002
PON1,hyperglycemia hypertension pregnancy induced preterm delivery,16629699,2006
PPARG,hyperglycemia insulin,16567542,2006
MTHFR,hyperhomocysteinemia and cardiovascular disease,12187094,2002
NOS3,hyperhomocystinemia,12689917,2003
APOA1,hyperlipidemia,11737222,2001
LPL,hyperlipidemia,14669227,2003
LDLR,hyperlipidemia,11860839,2001
PPARA,hyperlipidemia,12468272,2002
APOB,hyperlipidemia,7627691,1995
LPL,hyperlipidemia,9678774,1998
INSR,hyperlipidemia,11846745,2001
SREBF2,hyperlipidemia,15211801,2004
CYP2C9,hyperlipidemia,16305587,2005
CASR,hyperparathyroidism,14985373,2004
MEN1,hyperparathyroidism,12324758,2002
PTH,hyperparathyroidism,12046039,2002
MEN1,hyperparathyroidism,14985373,2004
CASR,hyperparathyroidism primary,11589681,2001
MS4A2,hyperresponsiveness,9719379,1998
GJA5,hypertension,16508580,2006
REN,hypertension,2892488,1988
NPPB,hypertension,17554401,2007
C10orf59,hypertension,17216203,2007
GCK,hypertension,17070428,2006
NOS3,hypertension,12923396,2003
NLRP3,hypertension,16868559,2006
PNMT,hypertension,14553966,2003
PTGIS,hypertension,17070428,2006
SERPINE1,hypertension,12670745,2003
NOS3,hypertension,16776950,2006
CCR2,hypertension,15046042,2004
SCNN1B,hypertension,17586416,2007
NOS3,hypertension,11394896,2001
ITGA2,hypertension,17070428,2006
Hb,hypertension,8617104,1996
CYP11B2,hypertension,17143166,2007
NOS3,hypertension,12651037,2003
LRP5,hypertension,16754270,2006
SLC12A3,hypertension,15480096,2004
COMT,hypertension,17143180,2007
AGTR1,hypertension,17261659,2007
CYP11B2,hypertension,16780672,2006
AGT,hypertension,17261659,2007
CYP11B2,hypertension,16765146,2006
NOS3,hypertension,9674630,1998
CYBA,hypertension,17620958,2007
CACNA1C,hypertension,16610939,2006
CYP4F2,hypertension,16733892,2006
NOS3,hypertension,11394896,2001
PON1,hypertension,16794478,2006
CALCA,hypertension,17485015,2007
UTS2,hypertension,16866021,2006
GNAS,hypertension,12215464,2002
CYP3A5,hypertension,17339868,2007
ACE2,hypertension,17473847,2007
NOS3,hypertension,17024134,2006
TH,hypertension,9774362,1998
SERPINE1,hypertension,17351368,2007
ACE2,hypertension,16866021,2006
SLC14A2,hypertension,17344938,2007
MTR,hypertension,15148588,2004
CYP2J2,hypertension,17286575,2007
LEPR,hypertension,11798646,1999
CES1,hypertension,16419644,2005
GNAS,hypertension,10406816,1999
HSD11B2,hypertension,11711524,2001
ATP1A1,hypertension,17446437,2007
GNB3,hypertension,15046042,2004
SAA1,hypertension,11592044,2001
HSD11B2,hypertension,15673310,2005
SA,hypertension,11592044,2001
HSD11B2,hypertension,8794836,1996
SAH,hypertension,11772874,2002
AGTR1,hypertension,11208365,2000
ACSM3,hypertension,14567496,2003
HSD11B1,hypertension,15452033,2004
NOS3,hypertension,10883733,2000
HSD11B1,hypertension,11114699,2000
GNAS,hypertension,12862199,2003
AGTR1,hypertension,9084931,1997
ALOX12,hypertension,16514435,2006
ADRA2B,hypertension,14744925,2004
SLC12A1,hypertension,15167446,2004
AGTR1,hypertension,9498106,1998
PPARGC1A,hypertension,15599700,2004
AGT,hypertension,12145290,2002
PTGIS,hypertension,12372404,2002
AGTR1,hypertension,11775887,2000
REN,hypertension,9237498,1997
ACE,hypertension,10874368,1998
NPR3,hypertension,15785005,2004
CYP2C9,hypertension,15369736,2004
ACE,hypertension,16866021,2006
ACE,hypertension,11367888,2001
NOS3,hypertension,11967250,2002
ACE,hypertension,11550114,2001
HLA-DRB1,hypertension,15192840,2004
GNB3,hypertension,11816511,2001
NPR2,hypertension,10082481,1999
HGF,hypertension,15127882,2004
SCN7A,hypertension,14669210,2003
ADRB2,hypertension,8641726,1996
NPPC,hypertension,12452325,2002
CYP2C8,hypertension,15864120,2005
REN,hypertension,16138564,2005
ACE,hypertension,7807499,1994
NOS3,hypertension,11677358,2001
APOB,hypertension,10205247,1999
SCNN1B,hypertension,12714866,2003
AGTR1,hypertension,10988274,2000
LEPR,hypertension,12050272,2002
ACE,hypertension,10904024,2000
NOS3,hypertension,11926202,2002
ACE,hypertension,9535412,1998
NOS3,hypertension,12494183,2002
AGTR1,hypertension,9544872,1998
PPARGC1A,hypertension,12574109,2003
AGTR1,hypertension,10720584,2000
WNK4,hypertension,15309683,2004
GRK4,hypertension,15097232,2004
WNK4,hypertension,12905707,2003
ACE,hypertension,9358012,1997
NOS3,hypertension,11967250,2002
ADM,hypertension,16097366,2005
SLC8A1,hypertension,15785003,2004
EDN1,hypertension,12511547,2003
ATP1A1,hypertension,11564973,2001
ACE,hypertension,11367719,1998
ADRA1A,hypertension,16685204,2006
AGTR1,hypertension,9531651,1998
TRHR,hypertension,11566956,2001
AGTR1,hypertension,11793845,2001
SCNN1G,hypertension,11463765,2001
BDKRB1,hypertension,14499231,2003
SLC6A2,hypertension,14620922,2003
EDN2,hypertension,10489105,1999
ACADSB,hypertension,17143180,2007
KLK1,hypertension,11849458,2002
REN,hypertension,10665661,1999
BDKRB1,hypertension,15643125,2005
EDNRA,hypertension,14616768,2003
GNB3,hypertension,11230982,2001
CYP2J2,hypertension,15864120,2005
ACE,hypertension,12372063,2002
GNB3,hypertension,10526907,1999
ADRB2,hypertension,11941588,2002
GNB3,hypertension,10601117,1999
BDKRB2,hypertension,10553917,1999
IL1B,hypertension,15476179,2004
AGTR1,hypertension,11110972,2000
BDKRB2,hypertension,14499231,2003
ACE,hypertension,8989733,1996
AGT,hypertension,15067738,2004
ACE,hypertension,11484170,2001
ACE,hypertension,11054622,2000
ACE,hypertension,1314601,1992
ADRB2,hypertension,9607174,1998
AGT,hypertension,14669517,2003
KYNU,hypertension,16080802,2005
GNB3,hypertension,9740618,1998
AGT,hypertension,9461232,1998
CYBA,hypertension,12729892,2003
AGTR1,hypertension,15545843,2004
ADD1,hypertension,11110979,2000
ACE,hypertension,8677872,1996
BDKRB2,hypertension,15643126,2005
AGT,hypertension,12173461,2002
ADRB1,hypertension,12844134,2003
ADRB2,hypertension,9607174,1998
LDLR,hypertension,12975003,2003
AGTR2,hypertension,11153734,2001
CYBA,hypertension,15671602,2005
ACE,hypertension,11029323,2000
HMOX1,hypertension,12872043,2003
LDLR,hypertension,11317192,2001
ABCB1,hypertension,15952872,2005
ADD3,hypertension,15716695,2005
AGTR2,hypertension,12924622,2003
AGT,hypertension,12051013,2002
INSR,hypertension,8301111,1993
AGT,hypertension,9388959,1996
ADRB1,hypertension,15079793,2004
ADD2,hypertension,12427140,2002
CYP11B2,hypertension,12544440,2003
AGT,hypertension,9218179,1997
ACE,hypertension,8895041,1996
CYP11B2,hypertension,12391843,2002
AGT,hypertension,12037699,2002
CYP4A11,hypertension,15611369,2004
CYP11B2,hypertension,12444540,2002
CYP4B1,hypertension,12142726,2002
INSR,hypertension,7769500,1994
ADRB2,hypertension,11775126,2001
HTR2A,hypertension,11378836,2001
ACE,hypertension,9197423,1997
BDKRB2,hypertension,11409654,2001
ADD1,hypertension,12195119,2002
ADD2,hypertension,12427140,2002
CYP11B2,hypertension,15505931,2004
GCK,hypertension,9324112,1997
CYP11B2,hypertension,15583997,2004
ADD2,hypertension,12427140,2002
ACE,hypertension,9140789,1996
CYP11B2,hypertension,11728005,2001
ACE,hypertension,12297007,2002
HTR2A,hypertension,11378836,2001
GNB3,hypertension,9425898,1998
ADD1,hypertension,11518842,2001
AGT,hypertension,12173461,2002
ACE,hypertension,11043512,2000
ACE,hypertension,11840772,2001
AGT,hypertension,9149669,1997
CYP11B2,hypertension,15479186,2004
AGT,hypertension,9314411,1997
CYP11B2,hypertension,12624609,2003
ADD1,hypertension,15055253,2004
MBOAT5,hypertension,9051331,1997
ACE,hypertension,8983828,1996
AGT,hypertension,10547998,1999
ADD1,hypertension,15716695,2005
BDKRB2,hypertension,15643125,2005
ADD1,hypertension,12427140,2002
BMPR2,hypertension,12358323,2002
ACE,hypertension,11518842,2001
CYP11B2,hypertension,15545843,2004
AGT,hypertension,10586529,1999
GNB3,hypertension,11244012,2001
ADD1,hypertension,11110979,2000
AGT,hypertension,7775818,1995
ACE,hypertension,11711524,2001
ADRB2,hypertension,11230287,2001
APOE,hypertension,11494308,2001
CAT,hypertension,15735318,2005
ADD1,hypertension,16266470,2005
LEP,hypertension,12050272,2002
CAT,hypertension,11479740,2001
ACE,hypertension,12394950,2002
ADD1,hypertension,14508192,2003
AGT,hypertension,10482871,1999
ADD1,hypertension,12195119,2002
ADD1,hypertension,12427140,2002
ADD1,hypertension,10912758,2000
MBOAT5,hypertension,7318338,1981
AGT,hypertension,10546209,1999
GNB3,hypertension and left ventricular mass,11775125,2001
GNB3,hypertension and obesity,12624279,2003
NOS3,hypertension cirrhotic portal,12921626,2003
CYBA,hypertension nadph oxidase activity,16794479,2006
SERPINE1,hypertension pregnancy induced,15079805,2004
F11,hypertension pregnancy induced,16613788,2006
ACSM3,hypertension pregnancy induced,12046348,2002
ACE,hypertension pregnancy induced,12611423,2003
ACE,hypertension pregnancy induced,11208365,2000
AGTR1,hypertension pregnancy induced,11208365,2000
AGTR1,hypertension pregnancy induced,11775887,2000
AGT,hypertension pregnancy induced,12611423,2003
LIPE,hypertension pregnancy induced preeclampsia,17318300,2007
APOC3,hypertension pregnancy induced preeclampsia,17318300,2007
LIPC,hypertension pregnancy induced preeclampsia,17318300,2007
HLA-DRB1,hypertension pulmonary arterial,17406941,2007
HLA-DQB1,hypertension pulmonary arterial,17406941,2007
CYBA,hypertension vascular aging,17307262,2007
NOS3,hypertensionresponse to exercise,17594145,2007
VDR,hyperthyroidism,11028447,2000
APOA5,hypertriglyceridemia,12915450,2003
APOC3,hypertriglyceridemia,16864937,2006
APOA2,hypertriglyceridemia,9489233,1998
RP1,hypertriglyceridemia,12764676,2003
APOA4,hypertriglyceridemia,11941585,2002
LPL,hypertriglyceridemia,11593500,2001
APOA4,hypertriglyceridemia,11592042,2001
APOC3,hypertriglyceridemia,7705829,1995
ADRB2,hypertriglyceridemia and the development of fatty liver,11718682,2001
CYP11B2,hypertrophic cardiomyopathy,12376254,2002
HLA-B,hypertrophic cardiomyopathy,15213074,2004
SCO2,hypertrophic cardiomyopathy and cytochrome c oxidase deficiency,10749987,2000
APOB,hypobetalipoproteinemia,1940616,1991
PAX9,hypodontia,11941488,2002
CYP2C9,hypoglycemia,15963101,2005
CYP2C9,hypoglycemia,15005635,2004
GNRHR,hypogonaotropic hypogonadism,16322390,2005
LCT,hypolactasia adult-type,11788828,2002
ERCC5,hypopharyngeal cancer laryngeal cancer,17121236,2006
HESX1,hypopituitarism midline neurological abnormalities optic nerve hypoplasia pituitary dysfunction septooptic dysplasia,17148560,2007
SRD5A2,hypospadias,15266301,2004
ESR2,hypospadias,17579196,2007
WT1,hypospadias,15266301,2004
ESR2,hypospadias,16553027,2006
AR,hypospadias,15266301,2004
ABCB1,hypotension,12082591,2002
TPO,hypothyroidism,15613581,2005
TPO,hypothyroidism,17468186,2007
TSHB,hypothyroidism,15297803,2004
TNF,hypothyroidism,15236755,2004
CTLA4,hypothyroidism autoimmune,11842815,2002
PAX8,hypothyroidism congenital,16763387,2006
HLA-DQB1,hypothyroidism goitrous juvenile autoimmune,17588142,2007
HLA-DRB1,hypothyroidism goitrous juvenile autoimmune,17588142,2007
HIF1A,hypoxia,17407091,2007
CYP2C8,ibuprofen clearance,15289789,2004
ESR1,idiopathic azoospermia,12477541,2002
SPINK1,idiopathic chronic pancreatitis,11950815,2002
MTHFR,idiopathic deep venous thrombosis,12951177,2003
HLA,idiopathic haemochromatosis,6152900,1984
CR1,idiopathic pulmonary fibrosis,12773320,2003
TGFB1,idiopathic pulmonary fibrosis,12746254,2003
HMOX1,idiopathic recurrent miscarriage.,14981149,2004
TOR1A,idiopathic torsion dystonia,1347197,1992
NPHS1,ig a nephropathy,12920248,2003
HLA,iga deficiency,6623450,1983
ACE,iga nephropathy,10404693,1999
TRA@,iga nephropathy,10430975,1999
ACE,iga nephropathy,9594210,1997
HLA,iga nephropathy,8105396,1993
IL1RN,iga nephropathy,12138282,2002
SCGB1A1,iga nephropathy,11774099,2002
MEFV,igd,11781702,2001
CD14,ige,17030237,2006
CD14,ige,16433727,2006
IL21R,ige,12700598,2003
IL4,ige cord blood,17014622,2006
CD14,ige levels,10226067,1999
HLA-DQB1,ige response,15144476,2004
CD14,ige response igg,16446545,2006
CD14,ige. spt,11282774,2001
IGF1,igf-i,12590635,2003
TLR2,il-12 production from monocyte,12445799,2002
IL18,il-18 concentration physical functioning,17301041,2007
IL18,il-18 lupus erythematosus,17364073,2007
IL4R,il-4,11491529,2001
IL4,il-4,11960309,2002
IL4,il-4 production,11960309,2002
IL18,il18 expression level,17487222,2007
HLA-DRB1,immune response to hepatitis b vaccine,12390851,2002
AGT,immunoglobin a nephropathy,9259580,1997
selectin,immunoglobulin a nephropathy,11828340,2002
MS4A2,immunoglobulin e receptor-mediated histamine release from basophils,11994101,2002
IL13,immunologically hyper-reactive form of onchocerciasis (sowda),11825773,2002
KCNJ11,impaired glucagon suppression,12196481,2002
INS,impaired proinsulin conversion,3470784,1987
HTR2A,impulse behavior,16767413,2006
DRD3,impulse control disorder,12721816,2003
SLC6A4,impulse control disorder,12759157,2003
HTR2A,impulsive behavior,17185512,2006
TPH1,impulsive behavior,12116193,2002
TPH1,impulsive inpatients,12116193,2002
DRD2,impulsivity,17214892,2007
DRD4,impulsivity,17214892,2007
ESR1,in vitro fertilization,10460216,1999
ESR1,in vitro fertilization,17540666,2007
TP53,increased aggressiveness,9816336,1996
PPARG,increased antilipolytic insulin sensitivity,11289055,2001
NR3C1,increased atherogenic profile,11427224,2001
ADRB2,increased body weight and dyslipoproteinaemia involving triglyceride-rich lipoproteins,10886486,2000
TNF,increased cardiopulmonary morbidity,14500138,2003
NAT1,increased chromosome aberrations and higher lung cancer risk,9626964,1998
LIPC,increased concentration of hdl-c and decreased promoter activity,12364543,2002
HY,increased development of adult t-cell leukemia/lymphoma,11325850,2001
IL10,increased development of adult t-cell leukemia/lymphoma,11325850,2001
TNF,increased development of adult t-cell leukemia/lymphoma,11325850,2001
HBG2,increased expression of the g gamma and a gamma globin,7515719,1994
FABP2,increased fat oxidation and hyperinsulinemia,11288045,2001
FABP2,increased fatty acid binding increased fat oxidation and insulin resistance,7883976,1995
IL4,increased ige,11122213,2000
IL4,increased ige,11122213,2000
IL4,increased ige,11122213,2000
TGFB,increased incidence of invasive breast cancer,12750287,2003
IL10,increased interleukin-10 (il-10) plasma levels,11956022,2002
TP53,increased lung cancer risk,12019159,2002
NOS2,increased nitric oxide production and protection from malaria,12433515,2002
APOC3,increased number of circulating vldl and idl particles,9215535,1997
BMPR1B,increased ovulation rate,11320249,2001
SDF1,increased perinatal immunodeficiency virus type 1 transmission,10823884,2000
PPARG,increased plasma concentrations of total cholesterol,10702770,2000
ADRB3,increased plasma leptin levels,10502846,1999
LPL,increased plasma triglyceride and lower high-density lipoprotein cholesterol concentrations,9264476,1997
FABP1,increased plasma triglyceride levels,10807750,2000
ITGB3,increased platelet aggregability,10195947,1999
HLA-DRB1,increased prevalence and level of insulin autoantibodies,2040387,1991
NR3C1,increased sensitivity to glucocorticoids,9435432,1998
PON1,increased serum glucose concentrations,11596674,2001
HFE,increased serum iron transferrin saturation and hemoglobin,9836708,1998
TTR,increased thyroxine binding,1356051,1992
AGTR1,increased vascular reactivity,9789116,1998
ACE,increased vascular reactivity,10483967,1999
IL4R,increasing risk and a poor prognosis of renal cell carcinoma,12171893,2002
ABCB1,indinavir pharmacokinetics,17517050,2007
CYP2C19,indisulam pharmacokinetics,17504998,2007
CYP2C9,indisulam pharmacokinetics,17504998,2007
EPHX1,infant birthweight,11480169,2001
DRD4,infant disorganization,17178609,2006
NOS1,infantile hypertrophic pyloric stenosis.,14757827,2004
ALS2,infantile-onset ascending hereditary spastic paralysis,12145748,2002
LHB,infertility female,16410673,2005
LIF,infertility female,16545901,2006
ESR2,infertility male,15998774,2005
KIT,infertility male,16905672,2006
AR,infertility male,16865224,2006
KITLG,infertility male,16905672,2006
POLG,infertility male,14688158,2004
MTRR,infertility male,16861746,2006
POLG,infertility male,11687794,2001
MTR,infertility male,16861746,2006
POLG,infertility male,15650046,2005
DAZL,infertility male,16730721,2006
BPY2,infertility male,17511727,2007
MTHFR,infertility male,16861746,2006
HLA-DQA1,infertility tubal factor,12151439,2002
HLA-DQB1,infertility tubal factor,12151439,2002
IL10,infertility tubal factor,12151439,2002
IL6,inflamatory bowel disease,11040178,2000
FPR1,inflammation,16953235,2006
TNF,inflammatory bowel disease,12019209,2002
NR1I2,inflammatory bowel disease,16472590,2006
SLC11A1,inflammatory bowel disease,11929588,2001
DLG5,inflammatory bowel disease,17307543,2007
MLH1,inflammatory bowel disease,12011151,2002
F2,inflammatory bowel disease,11383586,2001
